,classname,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,
1187,org::eclipse::mylyn::wikitext::core::parser::util::MarkupToDocbook , 1.49003 , 0.00119332 , 0.0435179 , 0.121386 , 0.116244 , 
1188,org::eclipse::mylyn::internal::tasks::core::RepositoryTaskHandleUtil , 7.5716 , 0.00338707 , 0.166134 , 9.28042 , 0.259167 , 
1189,org::eclipse::mylyn::internal::tasks::ui::util::TaskActivityTimer , 1.40719 , 0.00265617 , 0.00249094 , 0.0348806 , 5.4791e-4 , 
1190,org::eclipse::mylyn::internal::tasks::bugs::actions::Messages , 0 , 0 , 0 , 0 , 0 , 
1191,org::eclipse::mylyn::internal::tasks::ui::commands::AddTaskRepositoryHandler , 9.83332 , 0.0301314 , 0.175854 , 9.35375 , 0.290808 , 
1192,org::eclipse::mylyn::tasks::core::AbstractRepositoryConnector , 32.4143 , 0.234098 , 0.292654 , 10.0941 , 0.607838 , 
1193,org::eclipse::mylyn::internal::wikitext::twiki::core::block::ParagraphBlock , 0 , 0 , 0 , 0 , 0 , 
1194,org::eclipse::mylyn::internal::trac::ui::editor::TracPeoplePart , 1.84703 , 0.00132824 , 0.136921 , 9.09329 , 0.175609 , 
1195,org::eclipse::mylyn::internal::monitor::core::collection::PercentUsageComparator , 3.95974 , 0.00144153 , 0.143127 , 9.15318 , 0.183381 , 
1196,org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::MarkupDocumentProvider , 3.33706 , 0.0144705 , 0.180438 , 9.21468 , 0.291852 , 
1197,org::eclipse::mylyn::wikitext::core::util::ServiceLocator , 1.49003 , 0.00579613 , 0.0435179 , 0.121386 , 0.116244 , 
1198,org::eclipse::mylyn::internal::monitor::ui::BrowserMonitor , 8.1358 , 0.00362121 , 0.176014 , 9.31815 , 0.312608 , 
1199,org::eclipse::mylyn::zest::core::widgets::internal::AspectRatioFreeformLayer , 1.78572 , 0.00230746 , 0.00605753 , 0.0527649 , 0.0103694 , 
1200,org::eclipse::mylyn::internal::java::ui::actions::FocusPackageExplorerAction , 11.1675 , 0.13684 , 0.175586 , 9.38386 , 0.274449 , 
1201,org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskEditorInput , 3.37801 , 0.0042337 , 0.154967 , 9.16485 , 0.247924 , 
1202,org::eclipse::mylyn::internal::jira::core::model::User , 5.99575 , 0.00423629 , 0.148645 , 9.2096 , 0.189007 , 
1203,org::eclipse::mylyn::internal::wikitext::twiki::core::phrase::SimplePhraseModifier , 0 , 0 , 0 , 0 , 0 , 
1204,org::eclipse::mylyn::internal::tasks::ui::TasksUiPlugin , 8.82882 , 0.084845 , 0.235366 , 9.45239 , 0.519578 , 
1205,org::eclipse::mylyn::internal::commons::ui::CompositeSyncImageDescriptor , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1206,org::eclipse::mylyn::internal::wikitext::ui::editor::commands::Messages , 0 , 0 , 0 , 0 , 0 , 
1207,org::eclipse::mylyn::internal::xplanner::core::service::XPlannerClient , 0 , 0 , 0 , 0 , 0 , 
1208,org::eclipse::mylyn::internal::tasks::ui::wizards::NewWebTaskPage , 8.37225 , 0.00329188 , 0.172118 , 9.31216 , 0.288851 , 
1209,org::eclipse::mylyn::internal::tasks::bugs::wizards::ErrorLogStatus , 3.37801 , 0.0119612 , 0.154967 , 9.16485 , 0.247924 , 
1210,org::eclipse::mylyn::internal::ide::ui::MarkerInterestFilter , 16.4524 , 0.0854442 , 0.216896 , 9.5838 , 0.439211 , 
1211,org::eclipse::mylyn::internal::tasks::ui::actions::PresentationDropDownSelectionAction , 12.9773 , 0.0468373 , 0.184512 , 9.44239 , 0.298532 , 
1212,org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::HyperlinkExternalReplacementToken , 1.49003 , 3.40949e-4 , 0.0435179 , 0.121386 , 0.116244 , 
1213,org::eclipse::mylyn::internal::ide::ui::XmlNodeHelper , 4.92306 , 0.0407051 , 0.169719 , 9.2306 , 0.307768 , 
1214,org::eclipse::mylyn::internal::jira::ui::JiraImages , 11.5189 , 0.0346757 , 0.177522 , 9.39297 , 0.285789 , 
1215,org::eclipse::mylyn::internal::bugzilla::ui::action::BugzillaUpdateAttachmentAction , 0 , 0 , 0 , 0 , 0 , 
1216,org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::DeletedPhraseModifier , 0 , 0 , 0 , 0 , 0 , 
1217,org::eclipse::mylyn::internal::sandbox::ui::editors::EditorStyleContributionItem , 3.33706 , 0.00865864 , 0.180438 , 9.21468 , 0.291852 , 
1218,org::eclipse::mylyn::wikitext::ui::viewer::AbstractTextSourceViewerConfiguration , 0 , 0 , 0 , 0 , 0 , 
1219,org::eclipse::mylyn::internal::wikitext::ui::editor::actions::Messages , 0 , 0 , 0 , 0 , 0 , 
1220,org::eclipse::mylyn::internal::web::ui::WebSiteNavigatorActionProvider , 8.13229 , 0.0222461 , 0.156862 , 9.27268 , 0.215344 , 
1221,org::eclipse::mylyn::internal::team::ui::LinkedTaskInfoAdapterFactory , 7.65674 , 0.0073884 , 0.179366 , 9.31213 , 0.328313 , 
1222,org::eclipse::mylyn::internal::monitor::ui::ActivityChangeMonitor , 4.57121 , 0.00119132 , 0.152088 , 9.18643 , 0.225109 , 
1223,org::eclipse::mylyn::internal::jira::core::model::JiraAction , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1224,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorInputFactory , 13.7908 , 0.0138423 , 0.201682 , 9.49271 , 0.380985 , 
1225,org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaContextLabelProvider , 14.6179 , 0.015277 , 0.191806 , 9.49002 , 0.327964 , 
1226,org::eclipse::mylyn::internal::team::ccvs::CvsChangeSetResourceMappingAdapterFactory , 1.53097 , 2.69563e-4 , 0.0180465 , 0.0715602 , 0.0723148 , 
1227,org::eclipse::mylyn::internal::wikitext::mediawiki::core::phrase::EscapePhraseModifier , 1.49003 , 0.00204569 , 0.0435179 , 0.121386 , 0.116244 , 
1228,org::eclipse::mylyn::internal::team::ui::preferences::Messages , 0 , 0 , 0 , 0 , 0 , 
1229,org::eclipse::mylyn::internal::context::ui::actions::FocusOutlineAction , 6.64782 , 0.00282741 , 0.162664 , 9.25562 , 0.258014 , 
1230,org::eclipse::mylyn::internal::context::ui::actions::ContextClearAction , 13.9968 , 0.0228623 , 0.192772 , 9.47942 , 0.339622 , 
1231,org::eclipse::mylyn::zest::core::viewers::internal::AbstractStylingModelFactory , 5.96388 , 0.0200398 , 0.0167379 , 0.166755 , 0.0193676 , 
1232,org::eclipse::mylyn::tasks::core::sync::TaskJob , 4.82202 , 0.00268072 , 0.171605 , 9.23158 , 0.313272 , 
1233,org::eclipse::mylyn::internal::tasklist::BugzillaReportElement , 0 , 0 , 0 , 0 , 0 , 
1234,org::eclipse::mylyn::internal::trac::core::model::TracWikiPage , 2.85355 , 0.00628465 , 0.140337 , 9.12304 , 0.181457 , 
1235,org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaEditingMonitor , 12.3049 , 0.0119921 , 0.177319 , 9.40703 , 0.278137 , 
1236,org::eclipse::mylyn::internal::wikitext::tracwiki::core::block::PreformattedBlock , 1.49003 , 0.00221617 , 0.0435179 , 0.121386 , 0.116244 , 
1237,org::eclipse::mylyn::internal::tasks::ui::actions::RenameAction , 11.2946 , 0.0107635 , 0.189433 , 9.4156 , 0.342429 , 
1238,org::eclipse::mylyn::internal::bugzilla::core::BugzillaStatus , 7.58067 , 0.042056 , 0.163809 , 9.27729 , 0.250217 , 
1239,org::eclipse::mylyn::internal::tasks::ui::actions::NewTaskAction , 7.05552 , 0.120831 , 0.0289227 , 0.22014 , 0.0700897 , 
1240,org::eclipse::mylyn::zest::tests::uml::CompartmentFigure , 0 , 0 , 0 , 0 , 0 , 
1241,org::eclipse::mylyn::internal::monitor::usage::WebBrowserDialog , 5.25012 , 0.00161423 , 0.151457 , 9.20025 , 0.213663 , 
1242,org::eclipse::mylyn::internal::tasks::ui::commands::AbstractTaskListViewHandler , 4.88878 , 0.00198448 , 0.166327 , 9.22338 , 0.29442 , 
1243,org::eclipse::mylyn::wikitext::ui::commands::ConvertMarkupToDocbook , 1.49003 , 0.00392091 , 0.0435179 , 0.121386 , 0.116244 , 
1244,org::eclipse::mylyn::internal::tasks::ui::actions::ShowInTaskListAction , 5.46656 , 0.00197982 , 0.164305 , 9.23163 , 0.276004 , 
1245,org::eclipse::mylyn::monitor::ui::AbstractUserInteractionMonitor , 13.6291 , 0.0278881 , 0.192129 , 9.47343 , 0.334491 , 
1246,org::eclipse::mylyn::zest::layouts::dataStructures::DisplayIndependentPoint , 2.9065 , 0.0163603 , 0.00669103 , 0.076735 , 0.00554338 , 
1247,org::eclipse::mylyn::internal::pde::ui::PdeEditingMonitor , 10.4928 , 0.0237769 , 0.191999 , 9.40392 , 0.366329 , 
1248,org::eclipse::mylyn::internal::bugzilla::core::NewBugzillaTaskData , 0 , 0 , 0 , 0 , 0 , 
1249,org::eclipse::mylyn::internal::web::tasks::Util , 3.13618 , 0.00163208 , 0.140827 , 9.13015 , 0.180873 , 
1250,org::eclipse::mylyn::internal::context::ui::DoiOrderSorter , 3.95974 , 0.00131326 , 0.143127 , 9.15318 , 0.183381 , 
1251,org::eclipse::mylyn::tasks::ui::TasksUi , 6.99647 , 0.0271363 , 0.19058 , 9.32067 , 0.389203 , 
1252,org::eclipse::mylyn::internal::jira::core::JiraTaskMapper , 1.84703 , 0.00151799 , 0.136921 , 9.09329 , 0.175609 , 
1253,org::eclipse::mylyn::internal::java::ui::editor::FocusedJavaSourceViewerConfiguration , 5.34175 , 0.0106321 , 0.15758 , 9.21479 , 0.24341 , 
1254,org::eclipse::mylyn::internal::wikitext::textile::core::block::TableOfContentsBlock , 3.33706 , 0.00462208 , 0.180438 , 9.21468 , 0.291852 , 
1255,org::eclipse::mylyn::internal::wikitext::mediawiki::core::validation::Messages , 0 , 0 , 0 , 0 , 0 , 
1256,org::eclipse::mylyn::internal::tasks::bugs::IRepositoryConstants , 4.15475 , 0.00541413 , 0.162734 , 9.19857 , 0.279504 , 
1257,org::eclipse::mylyn::internal::jira::core::model::filter::EstimateVsActualFilter , 3.91697 , 0.00233123 , 0.143116 , 9.15227 , 0.183733 , 
1258,org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerQuerySelectionWizardPage , 0 , 0 , 0 , 0 , 0 , 
1259,org::eclipse::mylyn::internal::commons::net::SslProtocolSocketFactory , 0 , 0 , 0 , 0 , 0 , 
1260,org::eclipse::mylyn::internal::sandbox::ui::highlighters::TaskHighlighter , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1261,org::eclipse::mylyn::internal::resources::ui::ResourceInteractionMonitor , 12.3488 , 0.0130116 , 0.20572 , 9.47392 , 0.413225 , 
1262,org::eclipse::mylyn::internal::context::ui::commands::RetrieveContextHandler , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1263,org::eclipse::mylyn::internal::jira::ui::JiraConnectorUi , 16.1003 , 0.0401176 , 0.224997 , 9.60004 , 0.471403 , 
1264,org::eclipse::mylyn::wikitext::ui::viewer::HtmlViewer , 3.33706 , 0.01239 , 0.180438 , 9.21468 , 0.291852 , 
1265,org::eclipse::mylyn::internal::web::ui::actions::OpenWebResourceAction , 3.17351 , 0.00125931 , 0.140881 , 9.13106 , 0.180758 , 
1266,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorOutlinePage , 1.84703 , 0.00113849 , 0.136921 , 9.09329 , 0.175609 , 
1267,org::eclipse::mylyn::internal::trac::ui::TracTaskListMigrator , 3.26838 , 0.00314322 , 0.155894 , 9.16383 , 0.24972 , 
1268,org::eclipse::mylyn::internal::wikitext::ui::editor::validation::ResourceMarkerMarkupValidator , 1.49003 , 0.00494376 , 0.0435179 , 0.121386 , 0.116244 , 
1269,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorExtensionReader , 0 , 0 , 0 , 0 , 0 , 
1270,org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextContextUiStartup , 0 , 0 , 0 , 0 , 0 , 
1271,org::eclipse::mylyn::internal::bugzilla::core::BugzillaLanguageSettings , 6.88112 , 0.0633499 , 0.16671 , 9.26995 , 0.273429 , 
1272,org::eclipse::mylyn::internal::bugzilla::core::history::AssignmentEvent , 8.32124 , 0.016205 , 0.164678 , 9.29455 , 0.248186 , 
1273,org::eclipse::mylyn::internal::tests::report::JUnitReportParser , 1.84703 , 0.00379498 , 0.136921 , 9.09329 , 0.175609 , 
1274,org::eclipse::mylyn::internal::java::ui::junit::Messages , 0 , 0 , 0 , 0 , 0 , 
1275,org::eclipse::mylyn::internal::jira::core::model::Project , 9.38901 , 0.0163786 , 0.171834 , 9.3353 , 0.274041 , 
1276,org::eclipse::mylyn::internal::tasks::ui::TaskListBackupManager , 18.1636 , 0.0687495 , 0.218921 , 9.62313 , 0.419939 , 
1277,org::eclipse::mylyn::internal::trac::core::client::InvalidWikiPageException , 1.84703 , 0.00132824 , 0.136921 , 9.09329 , 0.175609 , 
1278,org::eclipse::mylyn::internal::tests::report::TaskReporter , 10.3831 , 0.0779936 , 0.205498 , 9.43015 , 0.432678 , 
1279,org::eclipse::mylyn::internal::context::core::CompositeDegreeOfInterest , 13.51 , 0.0307731 , 0.181922 , 9.4472 , 0.281645 , 
1280,org::eclipse::mylyn::commons::net::AuthenticationCredentials , 3.26838 , 0.00136537 , 0.155894 , 9.16383 , 0.24972 , 
1281,org::eclipse::mylyn::internal::jira::ui::JiraSearchHandler , 1.84703 , 0.00151799 , 0.136921 , 9.09329 , 0.175609 , 
1282,org::eclipse::mylyn::internal::tasks::ui::dialogs::TaskRepositoryCredentialsDialog , 7.58607 , 0.00695018 , 0.179821 , 9.3141 , 0.33904 , 
1283,org::eclipse::mylyn::internal::trac::core::client::AbstractTracClient , 3.08906 , 0.00981118 , 0.156012 , 9.15957 , 0.247042 , 
1284,org::eclipse::mylyn::internal::tasks::ui::search::SearchScoreComputerAdapterFactory , 5.50389 , 0.00206153 , 0.164359 , 9.23254 , 0.275889 , 
1285,org::eclipse::mylyn::internal::wikitext::ui::editor::preferences::Preferences , 2.38141 , 0.0113983 , 0.132656 , 9.07779 , 0.205382 , 
1286,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskReportGenerator , 4.88878 , 0.00314399 , 0.166327 , 9.22338 , 0.29442 , 
1287,org::eclipse::mylyn::internal::tasks::ui::wizards::TaskAttachmentWizard , 8.36649 , 0.0558916 , 0.238257 , 9.44688 , 0.519124 , 
1288,org::eclipse::mylyn::internal::wikitext::ui::viewer::HtmlTextPresentationParser , 3.33706 , 0.0584561 , 0.180438 , 9.21468 , 0.291852 , 
1289,org::eclipse::mylyn::internal::context::ui::commands::FocusViewHandler , 6.73823 , 0.00210592 , 0.165152 , 9.26259 , 0.268922 , 
1290,org::eclipse::mylyn::zest::layouts::algorithms::HorizontalLayoutAlgorithm , 5.65725 , 0.0967889 , 0.0121202 , 0.145766 , 0.0108285 , 
1291,org::eclipse::mylyn::internal::tasks::core::externalization::ExternalizationManager , 6.87646 , 0.0344762 , 0.194739 , 9.32549 , 0.402881 , 
1292,org::eclipse::mylyn::internal::ide::ui::ProblemsListInterestSorter , 1.45431 , 0.00695341 , 0.00248596 , 0.0357392 , 4.63207e-4 , 
1293,org::eclipse::mylyn::zest::tests::swt::GraphSnippet1 , 0 , 0 , 0 , 0 , 0 , 
1294,org::eclipse::mylyn::internal::tasks::core::sync::SynchronizeQueriesJob , 8.07677 , 0.0633775 , 0.210298 , 9.38414 , 0.458005 , 
1295,org::eclipse::mylyn::internal::ide::ant::AntEditingMonitor , 9.01244 , 0.00542428 , 0.180748 , 9.34723 , 0.32614 , 
1296,org::eclipse::mylyn::internal::ide::ui::actions::FocusAllMarkersViewAction , 3.4091 , 0.0010987 , 0.153414 , 9.16273 , 0.242476 , 
1297,org::eclipse::mylyn::internal::context::ui::actions::OpenQuickContextPopupDialogAction , 4.5803 , 0.00232285 , 0.149397 , 9.18121 , 0.210553 , 
1298,org::eclipse::mylyn::internal::bugzilla::core::internal::NewBugParser , 2.60575 , 0.0320641 , 0.00388521 , 0.0619532 , 3.54928e-4 , 
1299,org::eclipse::mylyn::internal::bugzilla::ui::action::BugzillaNotObsoleteAttachmentAction , 0 , 0 , 0 , 0 , 0 , 
1300,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorActionContributor , 32.6127 , 0.299901 , 0.328684 , 10.1712 , 0.718129 , 
1301,org::eclipse::mylyn::internal::web::ui::WebContextManager , 11.8411 , 0.00952046 , 0.200293 , 9.45212 , 0.39505 , 
1302,org::eclipse::mylyn::internal::wikitext::ui::editor::MarkupEditorOutline , 1.49003 , 0.00715992 , 0.0435179 , 0.121386 , 0.116244 , 
1303,org::eclipse::mylyn::monitor::internal::UsageSession , 0 , 0 , 0 , 0 , 0 , 
1304,org::eclipse::mylyn::internal::monitor::usage::InteractionEventSummarySorter , 5.25012 , 0.00263149 , 0.151457 , 9.20025 , 0.213663 , 
1305,org::eclipse::mylyn::wikitext::core::parser::util::MarkupToEclipseToc , 1.49003 , 0.00630755 , 0.0435179 , 0.121386 , 0.116244 , 
1306,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteRoleActor , 5.94514 , 0.0245574 , 0.153982 , 9.22122 , 0.218565 , 
1307,org::eclipse::mylyn::internal::team::ui::templates::CommitTemplateManager , 10.5434 , 0.0119646 , 0.198795 , 9.41879 , 0.398455 , 
1308,org::eclipse::mylyn::zest::tests::jface::GraphJFaceSnippet5 , 0.695021 , 7.46016e-4 , 0.00252539 , 0.0209635 , 0.00490164 , 
1309,org::xplanner::soap::TimeEntryData , 6.45512 , 0.0508376 , 0.0300186 , 0.209384 , 0.084371 , 
1310,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteRoleActors , 5.94514 , 0.0161813 , 0.153982 , 9.22122 , 0.218565 , 
1311,org::eclipse::mylyn::internal::wikitext::ui::util::css::CssRule , 0 , 0 , 0 , 0 , 0 , 
1312,org::eclipse::mylyn::commons::tests::manual::SampleNotificationPopup , 1.84703 , 0.00284623 , 0.136921 , 9.09329 , 0.175609 , 
1313,org::eclipse::mylyn::internal::tasks::bugs::wizards::BundleGroupContainer , 3.37801 , 0.0100045 , 0.154967 , 9.16485 , 0.247924 , 
1314,org::eclipse::mylyn::internal::wikitext::textile::core::block::TableBlock , 1.49003 , 0.00494376 , 0.0435179 , 0.121386 , 0.116244 , 
1315,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorExtensions , 0 , 0 , 0 , 0 , 0 , 
1316,org::eclipse::mylyn::internal::monitor::core::collection::SummaryCollector , 6.7028 , 0.00368927 , 0.155439 , 9.24064 , 0.217847 , 
1317,org::eclipse::mylyn::wikitext::ui::annotation::AnchorNameAnnotation , 1.49003 , 8.52372e-4 , 0.0435179 , 0.121386 , 0.116244 , 
1318,org::eclipse::mylyn::internal::tasks::core::externalization::AbstractExternalizationParticipant , 4.92306 , 0.00952723 , 0.169719 , 9.2306 , 0.307768 , 
1319,org::eclipse::mylyn::internal::trac::core::model::TracSearch , 12.8912 , 0.0242516 , 0.198606 , 9.46898 , 0.372949 , 
1320,org::eclipse::mylyn::internal::tasks::ui::TaskRepositoryUtil , 4.7898 , 0.0020865 , 0.16288 , 9.21441 , 0.279805 , 
1321,org::eclipse::mylyn::internal::tasks::ui::dialogs::Messages , 0 , 0 , 0 , 0 , 0 , 
1322,org::eclipse::mylyn::internal::tasks::core::AttributeMap , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1323,org::eclipse::mylyn::monitor::internal::TemporalStatistic , 0 , 0 , 0 , 0 , 0 , 
1324,org::eclipse::mylyn::internal::xplanner::ui::wizard::ProjectsViewerLabelProvider , 0 , 0 , 0 , 0 , 0 , 
1325,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskPlanContentProvider , 3.39209 , 0.00127859 , 0.151673 , 9.15904 , 0.235454 , 
1326,org::eclipse::mylyn::internal::tasks::ui::editors::AttachmentTableLabelProvider , 15.2548 , 0.0493436 , 0.229192 , 9.58881 , 0.498529 , 
1327,org::eclipse::mylyn::internal::sandbox::ui::IncomingPresentation , 1.84703 , 0.00113849 , 0.136921 , 9.09329 , 0.175609 , 
1328,org::eclipse::mylyn::internal::context::core::ContextCorePlugin , 7.03716 , 0.029071 , 0.20972 , 9.3603 , 0.427097 , 
1329,org::eclipse::mylyn::internal::team::ccvs::CvsChangeSetAdapterFactory , 1.47969 , 1.2282e-4 , 0.0129128 , 0.0606472 , 0.0519443 , 
1330,org::eclipse::mylyn::internal::tasks::ui::search::StackTraceDuplicateDetector , 4.15475 , 0.00141643 , 0.162734 , 9.19857 , 0.279504 , 
1331,org::eclipse::mylyn::internal::monitor::usage::UiUsageMonitorPlugin , 15.0832 , 0.106289 , 0.227541 , 9.58115 , 0.49174 , 
1332,org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetPage , 15.0673 , 0.150819 , 0.227926 , 9.58228 , 0.493523 , 
1333,org::eclipse::mylyn::tasks::tests::connector::MockAttachmentHandler , 6.12798 , 0.0132378 , 0.159827 , 9.2369 , 0.246034 , 
1334,org::eclipse::mylyn::zest::layouts::dataStructures::InternalRelationship , 8.01196 , 0.0806361 , 0.0165529 , 0.205621 , 0.0101427 , 
1335,org::eclipse::mylyn::internal::tasks::ui::editors::RichTextAttributeEditor , 9.16586 , 0.0237302 , 0.231912 , 9.45418 , 0.493136 , 
1336,org::eclipse::mylyn::internal::tasks::ui::wizards::LocalRepositorySettingsPage , 0 , 0 , 0 , 0 , 0 , 
1337,org::eclipse::mylyn::internal::sandbox::dev::properties::RepositoryQueryPropertySource , 7.48906 , 0.0330597 , 0.181527 , 9.31462 , 0.345567 , 
1338,org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssConfiguration , 0 , 0 , 0 , 0 , 0 , 
1339,org::eclipse::mylyn::internal::sandbox::ui::views::TaskActivityViewSorter , 4.17741 , 0.00387524 , 0.160399 , 9.19476 , 0.270741 , 
1340,org::eclipse::mylyn::internal::monitor::reports::collectors::FocusedUiViewUsageCollector , 5.08708 , 0.00296753 , 0.151158 , 9.19612 , 0.213846 , 
1341,org::eclipse::mylyn::zest::core::widgets::ZestStyles , 3.63973 , 0.0327763 , 0.0113162 , 0.104819 , 0.016312 , 
1342,org::eclipse::mylyn::internal::wikitext::ui::editor::commands::ShowCheatSheetCommand , 2.38141 , 0.00645456 , 0.132656 , 9.07779 , 0.205382 , 
1343,org::eclipse::mylyn::zest::core::widgets::GraphNode , 9.03923 , 0.131836 , 0.0263265 , 0.255373 , 0.0333715 , 
1344,org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::HorizontalRuleAnnotation , 0 , 0 , 0 , 0 , 0 , 
1345,org::eclipse::mylyn::internal::resources::ui::preferences::Messages , 0 , 0 , 0 , 0 , 0 , 
1346,org::eclipse::mylyn::internal::tasks::ui::actions::TaskEditorCopyAction , 3.95974 , 0.00232126 , 0.143127 , 9.15318 , 0.183381 , 
1347,org::eclipse::mylyn::zest::tests::swt::ZoomSnippet , 0.903836 , 1.36385e-4 , 0.00316207 , 0.0269541 , 0.00573197 , 
1348,org::eclipse::mylyn::wikitext::core::parser::markup::phrase::HtmlEndTagPhraseModifier , 3.33706 , 0.00295888 , 0.180438 , 9.21468 , 0.291852 , 
1349,org::eclipse::mylyn::internal::wikitext::tasks::ui::util::PlatformUrlHyperlink , 0 , 0 , 0 , 0 , 0 , 
1350,org::eclipse::mylyn::commons::tests::manual::NoticicationPopupMain , 1.84703 , 0.00284623 , 0.136921 , 9.09329 , 0.175609 , 
1351,org::eclipse::mylyn::internal::tasks::ui::views::CustomTaskListDecorationDrawer , 20.4305 , 0.172504 , 0.240259 , 9.72916 , 0.501442 , 
1352,org::eclipse::mylyn::internal::tasks::ui::search::RepositorySearchResultView , 23.0976 , 0.150831 , 0.238089 , 9.77607 , 0.47411 , 
