,classname,numberOfBugsFoundUntil, numberOfNonTrivialBugsFoundUntil: , numberOfMajorBugsFoundUntil: , numberOfCriticalBugsFoundUntil: , numberOfHighPriorityBugsFoundUntil: ,numberOfVersionsUntil, numberOfFixesUntil: , numberOfRefactoringsUntil: , numberOfAuthorsUntil: , linesAddedUntil: , maxLinesAddedUntil: , avgLinesAddedUntil: , linesRemovedUntil: , maxLinesRemovedUntil: , avgLinesRemovedUntil: , codeChurnUntil: , maxCodeChurnUntil: , avgCodeChurnUntil: , ageWithRespectTo: , weightedAgeWithRespectTo: , CvsEntropy , CvsWEntropy , CvsLinEntropy , CvsLogEntropy , CvsExpEntropy , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc ,bugs, nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs 
892,['org::eclipse::pde::internal::ui::editor::text::XMLPartitionScanner ,0,0,0,0,0,12,0,0,6,25,4,2.08333,36,15,3,-11,3,-0.916667,241,72.7657,7.91219,0.00353889,0.018332,0.204045,0.0344528,3,1,2,1,0,0,3,0,6,1,0,0,0,0,1,6,1,0,0,0,0,0
893,['org::eclipse::pde::internal::ui::nls::ModelChangeFile ,0,0,0,0,0,7,0,0,3,87,32,12.4286,8,4,1.14286,79,32,11.2857,154.857,13.8966,5.82082,0.00710629,0.0158238,0.156835,0.0343625,5,1,5,0,15,0,4,0,20,6,6,4,0,0,2,7,7,0,0,0,0,0
894,['org::eclipse::pde::internal::core::builders::FragmentErrorReporter ,1,1,0,0,0,3,0,0,3,10,9,3.33333,11,10,3.66667,-1,0,-0.333333,133.571,88.3,3.19695,0.00109674,0.0118187,0.0949903,0.0312002,4,5,1,3,3,0,0,5,19,3,89,0,0,0,1,12,6,0,0,0,0,0
895,['org::eclipse::pde::internal::ui::correction::UpdateClasspathResolution ,4,3,0,0,0,5,0,0,4,14,10,2.8,4,2,0.8,10,10,2,125.286,18.4898,5.17653,0.00595518,0.0165867,0.148103,0.0332087,2,2,1,1,6,0,0,5,17,4,12,0,0,0,3,7,4,0,0,0,0,0
896,['org::eclipse::pde::internal::ui::editor::plugin::DependencyAnalysisSection ,8,7,0,0,0,29,1,1,6,184,35,6.34483,223,41,7.68966,-39,30,-1.34483,227.429,64.1933,20.3477,0.051409,0.0420564,0.515244,0.0498127,8,3,1,7,10,0,1,0,59,5,21,1,1,0,1,31,15,1,0,0,0,0
897,['org::eclipse::pde::internal::core::AbstractModel ,5,4,2,0,1,37,1,1,9,352,83,9.51351,319,74,8.62162,33,17,0.891892,335.286,139.881,16.8267,0.0600861,0.0387867,0.438454,0.0532943,37,3,31,6,210,7,6,0,78,21,23,5,0,0,18,47,28,0,0,0,0,0
898,['org::eclipse::pde::internal::ui::editor::context::ManifestDocumentSetupParticipant ,1,1,0,0,0,7,0,0,3,66,26,9.42857,7,5,1,59,26,8.42857,150,6.27489,6.44121,0.00723742,0.0169367,0.172314,0.034547,4,1,3,1,3,0,0,0,10,3,6,0,1,0,2,7,3,0,0,0,0,0
899,['org::eclipse::pde::internal::core::PDEState ,24,23,1,1,2,141,2,1,7,3012,537,21.3617,2790,656,19.7872,222,446,1.57447,233.143,68.9672,38.2013,0.532839,0.0947053,1.01253,0.152349,30,2,6,26,435,0,6,6,343,30,19,6,11,0,18,220,88,1,0,1,1,0
900,['org::eclipse::pde::internal::ui::editor::plugin::BlankQuery ,1,0,0,0,0,4,1,0,3,16,10,4,10,8,2.5,6,10,1.5,131.286,26.875,3.82133,0.00219679,0.0132583,0.110934,0.0342712,4,1,2,2,15,0,1,0,19,6,6,1,0,0,5,10,6,0,0,0,0,0
901,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSMasterTreeSection ,16,4,0,0,0,25,0,0,3,1322,560,52.88,609,327,24.36,713,559,28.52,99.2857,41.9115,17.1691,0.23486,0.0513953,0.48637,0.0792696,32,5,1,31,703,0,17,2,788,38,75,17,20,0,11,325,177,0,0,0,0,0
902,['org::eclipse::pde::internal::ui::correction::UpdateActivationResolution ,2,1,0,0,0,3,0,0,1,45,28,15,28,22,9.33333,17,11,5.66667,34.2857,0.8,1.76682,0.00182075,0.0100966,0.0617154,0.0339284,7,3,0,7,6,0,1,5,50,4,14,1,0,0,3,30,11,0,0,0,0,0
903,['org::eclipse::pde::internal::core::P2Utils ,11,9,1,1,0,14,0,0,4,408,126,29.1429,147,30,10.5,261,103,18.6429,43.8571,19.9919,10.3631,0.464042,0.162985,4.37129,0.404081,11,1,2,9,6,0,5,0,170,4,6,4,1,0,3,90,36,5,0,1,1,0
904,['org::eclipse::pde::internal::core::feature::FeatureObject ,4,4,2,0,2,25,2,1,6,157,25,6.28,147,48,5.88,10,23,0.4,335.286,106.793,14.0049,0.017553,0.0337458,0.367681,0.0538737,26,2,17,9,253,5,5,1,104,23,14,1,0,3,11,51,32,0,0,0,0,0
905,['org::eclipse::pde::internal::core::schema::StorageSchemaDescriptor ,0,0,0,0,0,9,1,0,6,72,37,8,42,12,4.66667,30,25,3.33333,294.143,101.081,6.42599,0.00458586,0.0158461,0.168539,0.0313813,3,1,1,2,36,0,2,0,40,9,11,2,0,0,8,18,13,0,0,0,0,0
906,['org::eclipse::pde::internal::ui::editor::product::FeatureSection ,8,7,1,1,0,36,1,0,6,628,150,17.4444,271,92,7.52778,357,97,9.91667,188.571,58.167,19.6259,0.190629,0.0397183,0.494429,0.0454563,32,5,2,31,465,0,2,2,350,31,72,2,15,0,8,195,86,1,0,0,0,0
907,['org::eclipse::pde::internal::ui::editor::PDEHyperlinkDetector ,2,1,0,0,0,5,0,0,3,20,11,4,24,15,4.8,-4,0,-0.8,56.4286,13.7786,4.00609,0.00439492,0.021282,0.135862,0.0672337,0,1,0,0,10,3,1,0,29,5,6,1,0,0,2,10,10,0,0,0,0,0
908,['org::eclipse::pde::internal::core::cheatsheet::comp::CompCSParam ,2,2,0,0,0,5,0,0,3,17,8,3.4,15,13,3,2,8,0.4,102,32.1092,6.12275,0.00579066,0.020705,0.179163,0.04143,5,4,1,4,105,0,3,62,71,15,57,3,0,0,10,31,21,0,0,0,0,0
909,['org::eclipse::pde::internal::ui::editor::MultiSourceEditor ,0,0,0,0,0,9,0,0,5,26,10,2.88889,23,12,2.55556,3,10,0.333333,227.429,60.044,9.46033,0.00835223,0.0199558,0.238005,0.0344704,11,2,8,3,3,8,0,1,31,3,69,0,0,0,0,17,8,0,0,0,0,0
910,['org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerWizard ,1,1,0,0,0,9,1,0,3,133,104,14.7778,49,29,5.44444,84,100,9.33333,88.1429,10.247,4.77474,0.0309155,0.0178482,0.143885,0.0409946,5,3,0,5,6,0,2,0,33,4,1,2,0,0,4,19,6,0,0,0,0,0
911,['org::eclipse::pde::internal::ui::editor::context::InputContext ,7,6,1,0,0,33,2,0,6,547,144,16.5758,345,125,10.4545,202,144,6.12121,227.429,97.2126,22.5908,0.100048,0.0485959,0.577493,0.0625091,79,1,69,12,780,2,11,0,376,40,6,10,7,0,22,147,87,0,0,0,0,0
912,['org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpDescriptionDetails ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,4,4,1,3,28,0,2,0,46,8,34,2,0,0,6,24,11,0,0,0,0,0
913,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDescription ,1,0,0,0,0,9,0,0,2,118,75,13.1111,120,75,13.3333,-2,75,-0.222222,59.2857,0.784504,4.41258,0.0146691,0.0185832,0.138856,0.0463837,3,5,1,2,21,0,1,110,21,7,409,1,0,0,7,11,7,0,0,0,0,0
914,['org::eclipse::pde::internal::ui::commands::CommandComposerDialog ,7,7,0,0,0,16,0,0,5,143,56,8.9375,103,39,6.4375,40,43,2.5,104.286,22.3427,12.6552,0.0704934,0.0494605,0.381441,0.118216,2,1,0,2,28,0,3,0,56,8,0,3,1,0,4,27,10,0,0,0,0,0
915,['org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpInputContextManager ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,2,2,1,1,1,0,0,0,10,2,29,0,0,0,2,4,3,0,0,0,0,0
916,['org::eclipse::pde::internal::ui::editor::schema::NewReferenceAction ,0,0,0,0,0,14,1,0,6,64,19,4.57143,51,19,3.64286,13,10,0.928571,335.286,163.783,8.62632,0.0111728,0.0193103,0.220689,0.0345061,4,1,1,3,1,0,2,0,16,2,0,2,0,0,2,10,4,0,0,0,0,0
917,['org::eclipse::pde::internal::core::builders::PDEBuilderHelper ,2,0,0,0,0,3,0,0,1,22,18,7.33333,6,6,2,16,18,5.33333,51.2857,4.62338,3.00184,0.0124609,0.0144217,0.0987309,0.0415261,6,1,2,4,1,0,0,0,38,2,6,0,0,0,2,18,11,0,0,0,0,0
918,['org::eclipse::pde::internal::ui::build::FeatureExportJob ,7,6,1,0,0,25,0,0,5,125,18,5,723,632,28.92,-598,12,-23.92,170.286,38.0983,16.4861,0.18421,0.0368685,0.426508,0.0481895,5,1,2,3,15,3,1,0,53,6,0,0,1,0,1,28,7,0,0,0,0,0
919,['org::eclipse::pde::internal::ui::editor::site::DescriptionSection ,3,1,0,0,0,20,0,0,8,218,56,10.9,418,245,20.9,-200,31,-10,257.429,108.011,15.5993,0.0942299,0.0644457,0.460971,0.132967,10,3,1,9,91,0,3,0,156,14,21,3,4,0,10,82,29,0,0,0,0,0
920,['org::eclipse::pde::internal::ui::editor::site::SiteEditorContributor ,0,0,0,0,0,13,1,0,5,66,19,5.07692,100,39,7.69231,-34,10,-2.61538,302.571,30.6255,5.61911,0.00277289,0.00791609,0.131568,0.000771417,0,3,0,0,1,0,0,3,6,2,33,0,0,0,1,2,2,0,0,0,0,0
921,['org::eclipse::pde::internal::ui::preferences::CompilersPreferencePage ,6,6,0,0,0,33,1,0,8,508,107,15.3939,548,302,16.6061,-40,72,-1.21212,301.286,101.663,15.7601,0.0808176,0.0419628,0.420319,0.0881056,2,1,0,2,36,0,4,0,74,9,0,3,0,0,6,28,15,0,0,0,0,0
922,['org::eclipse::pde::internal::ui::editor::schema::AbstractSchemaDetails ,12,8,0,0,0,30,0,0,4,907,271,30.2333,217,74,7.23333,690,271,23,147,27.359,15.0607,0.0872602,0.0369317,0.40016,0.0519749,22,3,10,12,595,5,15,0,313,35,14,13,2,0,16,117,70,0,0,0,0,0
923,['org::eclipse::pde::internal::ui::wizards::exports::AbstractExportWizardPage ,0,0,0,0,0,5,0,0,3,55,26,11,3,2,0.6,52,26,10.4,140,4.41558,4.43166,0.00678225,0.0140646,0.125048,0.0342961,1,1,1,0,3,3,0,0,3,3,0,0,0,0,0,3,1,0,0,0,0,0
924,['org::eclipse::pde::internal::ui::wizards::PluginSelectionDialog ,3,3,0,0,0,15,0,0,6,147,56,9.8,98,28,6.53333,49,55,3.26667,246.571,158.308,16.6715,0.0666542,0.0507709,0.460028,0.113029,22,1,7,15,36,0,0,0,95,9,0,0,5,0,3,61,27,0,0,0,0,0
925,['org::eclipse::pde::internal::ui::editor::plugin::PluginFoldingStructureProvider ,1,0,0,0,0,5,0,0,3,179,83,35.8,20,14,4,159,83,31.8,122.429,7.58579,5.47181,0.068983,0.0187925,0.159603,0.0434048,3,3,1,2,1,0,1,0,21,2,16,1,1,0,1,11,5,0,0,0,0,0
926,['org::eclipse::pde::internal::ui::templates::ide::HelloWorldTemplate ,2,0,0,0,0,2,0,1,2,21,21,10.5,32,32,16,-11,0,-5.5,95.5714,58.5714,1.56044,0.00881275,0.00803114,0.0525856,0.0247077,12,5,1,11,55,0,3,13,81,11,80,0,1,0,8,35,13,0,0,0,0,0
927,['org::eclipse::pde::internal::core::product::IntroInfo ,0,0,0,0,0,3,0,0,2,6,5,2,4,3,1.33333,2,2,0.666667,158.286,31.5476,3.19311,0.00111465,0.0115453,0.0938707,0.0310536,5,3,1,4,10,0,3,0,22,5,32,2,0,0,5,12,9,0,0,0,0,0
928,['org::eclipse::pde::internal::ui::templates::PDETemplateSection ,5,3,0,0,0,7,0,2,4,29,17,4.14286,31,23,4.42857,-2,3,-0.285714,95.5714,38.9261,8.51529,0.0134104,0.0252703,0.240457,0.0393265,27,4,19,8,36,25,6,7,63,9,72,0,1,0,2,47,21,0,0,0,0,0
929,['org::eclipse::pde::internal::ui::editor::text::ChangeAwareSourceViewerConfiguration ,8,5,0,0,0,16,0,0,5,256,58,16,70,46,4.375,186,58,11.625,149.857,52.9375,12.2306,0.0636154,0.0373907,0.341364,0.0856906,11,1,5,6,66,3,5,0,98,12,0,3,1,0,9,39,22,0,0,0,0,0
930,['org::eclipse::pde::internal::core::ant::ExportBuildListener ,0,0,0,0,0,3,0,0,3,2,1,0.666667,2,1,0.666667,0,0,0,128.143,46.3571,3.19695,0.000434651,0.0118187,0.0949903,0.0312002,1,1,0,1,21,0,0,0,17,7,6,0,0,0,7,9,8,0,0,0,0,0
931,['org::eclipse::ui::internal::views::log::Activator ,1,0,0,0,0,3,0,0,1,9,7,3,6,6,2,3,2,1,49.4286,10.7778,2.99178,0.00142169,0.0147972,0.0994126,0.0438154,5,1,5,0,15,0,2,0,44,6,0,1,1,0,4,11,6,0,0,0,0,0
932,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSCommand ,2,1,0,0,0,9,0,0,2,180,136,20,223,136,24.7778,-43,136,-4.77778,59.2857,0.650794,5.74856,0.0385455,0.0236199,0.179606,0.0567925,3,7,1,2,36,0,1,158,28,9,520,1,0,0,9,14,9,0,0,0,0,0
933,['org::eclipse::pde::ui::templates::NewPluginTemplateWizard ,1,1,0,0,0,13,1,0,6,89,43,6.84615,84,30,6.46154,5,30,0.384615,333.143,68.5746,5.98276,0.00231681,0.0158814,0.159804,0.0344317,1,5,0,1,6,18,1,0,12,4,16,1,0,0,3,6,4,0,0,0,0,0
934,['org::eclipse::pde::internal::ui::editor::toc::TocContentProvider ,0,0,0,0,0,6,0,0,2,157,75,26.1667,9,6,1.5,148,75,24.6667,61.1429,2.09736,4.33338,0.0183949,0.0185353,0.13686,0.0475072,4,2,2,2,10,0,0,0,27,5,9,0,0,0,5,12,9,0,0,0,0,0
935,['org::eclipse::pde::internal::ui::editor::target::OpenTargetProfileAction ,1,1,0,0,0,4,0,0,2,12,4,3,8,4,2,4,2,1,138.429,48.9524,2.80367,0.00183331,0.0118505,0.0871299,0.0342397,3,1,1,2,1,0,3,0,20,2,0,3,0,0,2,7,4,0,0,0,0,0
936,['org::eclipse::pde::internal::runtime::spy::sections::ActivePartSection ,4,2,0,0,0,8,0,2,1,42,10,5.25,58,18,7.25,-16,9,-2,52.2857,19.0714,5.82803,0.0377449,0.0339965,0.203738,0.111609,9,1,1,8,1,0,0,0,80,2,7,0,0,0,2,38,9,0,0,0,0,0
937,['org::eclipse::pde::internal::ui::editor::contentassist::XMLCompletionProposal ,18,11,1,0,0,32,1,1,5,2019,637,63.0937,843,299,26.3438,1176,637,36.75,114.857,7.78051,15.4536,0.291638,0.0489108,0.439562,0.0978128,19,1,1,19,210,0,12,0,405,21,6,12,11,0,10,134,93,2,0,0,0,0
938,['org::eclipse::pde::ui::launcher::ConfigurationTab ,4,3,0,0,0,19,0,0,5,602,394,31.6842,330,300,17.3684,272,394,14.3158,156.571,6.30043,11.3416,0.0701744,0.0720093,0.397004,0.188507,3,2,1,2,45,0,4,43,52,10,6,4,0,0,10,27,12,0,0,0,0,0
939,['org::eclipse::pde::internal::ui::wizards::exports::JARSigningTab ,1,1,0,0,0,8,0,0,3,401,181,50.125,50,44,6.25,351,181,43.875,140,8.57214,5.93615,0.0478807,0.0162593,0.160634,0.0344716,2,1,1,1,45,0,13,0,117,10,6,13,2,0,2,30,18,0,0,0,0,0
940,['org::eclipse::pde::internal::ui::views::plugins::PluginsDragAdapter ,1,1,0,0,0,2,0,1,2,11,11,5.5,13,13,6.5,-2,0,-1,108.143,74,1.76682,0.000598602,0.0100966,0.0617154,0.0339284,3,1,1,2,6,0,1,0,49,4,0,0,1,1,3,19,10,0,0,0,0,0
941,['org::eclipse::pde::internal::ui::tests::macro::MacroCommand ,0,0,0,0,0,4,0,0,2,63,33,15.75,31,30,7.75,32,26,8,183.857,79.9728,4.18914,0.00642282,0.0123097,0.11457,0.0309872,10,1,7,3,45,7,2,0,37,10,8,2,0,0,8,18,13,0,0,0,0,0
942,['org::eclipse::pde::internal::ui::wizards::exports::FeatureExportWizardPage ,4,3,0,0,0,43,1,0,8,541,87,12.5814,352,60,8.18605,189,62,4.39535,297.571,116.69,18.6835,0.0839289,0.0500737,0.497542,0.104534,9,3,1,8,153,0,1,5,97,18,31,1,1,0,3,70,33,0,0,0,0,0
943,['org::eclipse::pde::internal::ui::parts::SharedPart ,1,1,0,0,0,11,1,0,6,41,9,3.72727,46,16,4.18182,-5,4,-0.454545,335.286,137.794,7.47927,0.00369319,0.0178894,0.194515,0.0345277,6,1,6,0,15,1,1,0,30,6,6,1,0,0,3,13,8,0,0,0,0,0
944,['org::eclipse::pde::internal::core::builders::ManifestConsistencyChecker ,11,9,0,0,1,22,1,0,5,571,224,25.9545,348,158,15.8182,223,165,10.1364,335.286,249.617,19.2408,0.199267,0.0515753,0.525815,0.0758459,18,1,1,18,55,0,8,0,230,11,0,8,10,0,0,101,56,2,0,1,0,0
945,['org::eclipse::pde::internal::core::plugin::AbstractExtensionsModel ,7,7,0,0,0,38,1,0,7,161,31,4.23684,175,37,4.60526,-14,21,-0.368421,258.857,100.646,19.1282,0.021781,0.0483091,0.511397,0.0728782,6,6,2,4,78,1,2,2,60,13,73,1,0,0,10,42,15,0,0,0,0,0
946,['org::eclipse::pde::internal::ui::editor::contentassist::XMLContentAssistText ,1,1,0,0,0,2,0,0,2,12,12,6,18,18,9,-6,0,-3,110,75.8571,1.76682,0.000748253,0.0100966,0.0617154,0.0339284,3,1,1,2,15,0,2,0,82,6,6,2,2,0,4,19,19,0,0,0,0,0
947,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSPreviewAction ,1,0,0,0,0,2,0,0,2,11,11,5.5,20,20,10,-9,0,-4.5,64.4286,30.2857,1.76682,0.000773195,0.0100966,0.0617154,0.0339284,7,1,3,4,6,0,2,0,39,4,0,2,0,0,4,15,6,0,0,0,0,0
948,['org::eclipse::pde::internal::core::plugin::AbbreviatedPluginModel ,1,1,0,0,0,2,0,0,2,9,9,4.5,10,10,5,-1,0,-0.5,96,59.8571,1.77712,0.000739983,0.00961856,0.0609203,0.0309529,1,9,0,1,1,0,2,4,8,2,175,2,0,0,2,4,2,0,0,0,0,0
949,['org::eclipse::pde::ui::launcher::AbstractPDELaunchConfiguration ,8,8,2,1,0,31,3,2,3,911,304,29.3871,262,95,8.45161,649,304,20.9355,155.429,31.7155,21.8778,0.149945,0.0582096,0.595141,0.0896118,16,1,2,14,171,2,1,0,180,19,0,0,0,0,9,112,39,1,0,1,0,0
950,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSOnCompletion ,1,0,0,0,0,9,0,0,3,117,73,13,115,73,12.7778,2,73,0.222222,59.2857,1.02564,4.41258,0.0143539,0.0185832,0.138856,0.0463837,3,5,1,2,21,0,1,110,21,7,409,1,0,0,7,10,7,0,0,0,0,0
951,['org::eclipse::pde::internal::core::text::bundle::BundleLocalizationHeader ,0,0,0,0,0,4,0,0,2,64,31,16,2,2,0.5,62,31,15.5,151,3.79688,3.30831,0.0033968,0.0116346,0.0962807,0.0310383,3,5,2,1,3,0,1,4,9,3,64,1,0,0,3,5,3,0,0,0,0,0
952,['org::eclipse::pde::internal::core::feature::FeatureChild ,3,3,1,0,1,28,2,0,7,525,93,18.75,227,64,8.10714,298,71,10.6429,331.714,69.1657,11.181,0.0612098,0.0210766,0.273962,0.0314436,14,4,5,9,325,0,10,33,208,26,78,10,0,0,24,123,56,0,0,0,0,0
953,['org::eclipse::pde::internal::ui::search::FindPluginReferencesAction ,2,2,1,1,0,15,1,0,6,78,16,5.2,83,30,5.53333,-5,10,-0.333333,305,108.108,9.52583,0.00991359,0.0245704,0.254915,0.0427105,4,1,0,4,6,0,1,0,28,4,6,1,1,0,3,18,8,0,0,0,0,0
954,['org::eclipse::pde::internal::ui::wizards::cheatsheet::NewCategoryNameDialog ,1,1,0,0,0,3,0,0,3,28,18,9.33333,22,22,7.33333,6,10,2,97.4286,69.9694,3.16218,0.0204268,0.0265681,0.126981,0.0999179,1,1,1,0,78,0,2,0,80,13,0,2,8,0,2,32,13,0,0,0,0,0
955,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSSubItem ,1,0,0,0,0,9,0,0,2,154,121,17.1111,160,121,17.7778,-6,121,-0.666667,59.2857,0.538033,4.41258,0.0222216,0.0185832,0.138856,0.0463837,5,6,3,2,66,0,1,158,38,12,499,1,0,0,12,22,12,0,0,0,0,0
956,['org::eclipse::pde::internal::core::ExternalFeatureModelManager ,2,2,0,0,0,9,0,0,5,93,55,10.3333,54,24,6,39,31,4.33333,187.143,67.298,9.94289,0.0211387,0.0213199,0.2527,0.0325755,16,1,3,13,136,0,4,0,132,17,6,4,7,0,10,69,38,2,0,0,0,0
957,['org::eclipse::pde::internal::ui::editor::toc::TocHTMLTitleUtil ,0,0,0,0,0,4,0,0,2,145,62,36.25,25,25,6.25,120,62,30,59,3.90542,3.06228,0.00724141,0.0144289,0.099834,0.0411384,7,1,0,7,1,0,3,0,39,2,6,3,1,0,1,18,4,0,0,0,0,0
958,['org::eclipse::pde::internal::ui::launcher::JUnitProgramBlock ,2,2,0,0,0,11,0,0,2,182,75,16.5455,32,18,2.90909,150,75,13.6364,156.429,16.0526,8.83054,0.0162402,0.0268944,0.249487,0.0499931,5,2,1,4,15,0,0,1,38,6,19,0,0,0,2,24,11,0,0,0,0,0
959,['org::eclipse::pde::internal::ui::preferences::OSGiFrameworkPreferencePage ,6,5,0,0,0,8,2,0,3,39,28,4.875,63,44,7.875,-24,3,-3,104.429,61.1245,8.3733,0.00731586,0.0295396,0.248802,0.0597077,4,1,0,4,15,0,3,0,79,6,0,3,1,0,3,20,6,2,0,0,0,0
960,['org::eclipse::pde::internal::ui::editor::build::BuildContentsSection ,5,4,0,0,0,28,1,0,7,1082,181,38.6429,952,236,34,130,98,4.64286,263.429,53.422,12.4038,0.066557,0.0272895,0.317891,0.0400212,22,5,3,19,465,2,7,2,396,31,73,1,2,0,11,181,127,0,0,0,0,0
961,['org::eclipse::pde::ui::launcher::AbstractLauncherTab ,2,2,1,1,0,10,0,0,3,168,56,16.8,29,17,2.9,139,56,13.9,156,14.6463,7.0311,0.0277501,0.0208561,0.196161,0.0413072,6,1,6,0,15,6,0,0,17,6,0,0,0,0,5,11,5,0,0,0,0,0
962,['org::eclipse::pde::internal::ui::editor::product::ConfigurationSection ,5,4,1,1,0,22,1,0,6,447,107,20.3182,170,58,7.72727,277,102,12.5909,189.429,66.4506,17.1585,0.136505,0.0498024,0.466646,0.115743,19,3,1,18,120,0,8,0,226,16,21,8,8,0,7,107,33,0,0,0,0,0
963,['org::eclipse::pde::internal::ui::search::SearchResult ,3,3,0,0,0,14,1,0,4,61,19,4.35714,48,20,3.42857,13,10,0.928571,201.286,70.5035,12.1593,0.0118685,0.0291708,0.317973,0.05031,10,1,3,7,55,1,1,0,77,11,0,0,0,0,9,45,25,0,0,0,0,0
964,['org::eclipse::pde::internal::ui::templates::ide::EditorTemplate ,4,1,0,0,0,5,1,1,3,26,23,5.2,42,38,8.4,-16,0,-3.2,95.5714,55.3571,5.95836,0.0127673,0.0220027,0.179524,0.0480746,15,6,1,14,66,0,3,13,91,12,82,0,2,0,8,47,20,0,0,0,0,0
965,['org::eclipse::pde::internal::ui::editor::site::CategorySection ,12,10,2,1,0,46,1,0,8,1922,460,41.7826,1239,292,26.9348,683,304,14.8478,302.286,111.785,19.5813,0.0909775,0.0400437,0.492669,0.0535802,34,5,2,32,741,0,12,2,595,39,71,12,19,0,13,273,122,0,0,0,0,0
966,['org::eclipse::pde::internal::ui::wizards::toc::TocWizardPage ,1,1,0,0,0,7,1,0,2,221,100,31.5714,60,42,8.57143,161,100,23,61.1429,2.87072,4.33338,0.0301244,0.0185353,0.13686,0.0475072,3,2,1,2,10,0,1,0,33,5,4,1,0,0,3,12,7,0,0,0,0,0
967,['org::eclipse::pde::internal::ui::samples::ShowTargetPlatformAction ,0,0,0,0,0,2,0,0,2,4,4,2,6,6,3,-2,0,-1,151.143,117,1.76682,0.000249418,0.0100966,0.0617154,0.0339284,2,1,0,2,0,0,0,0,14,1,0,0,0,0,1,5,1,0,0,0,0,0
968,['org::eclipse::pde::internal::ui::templates::ide::ImportWizardTemplate ,3,0,0,0,0,3,0,1,2,41,39,13.6667,70,68,23.3333,-29,0,-9.66667,95.5714,58.2578,2.84822,0.0195522,0.0137564,0.0939435,0.0397209,13,5,0,13,78,0,6,13,114,13,80,1,1,0,9,47,17,0,0,0,0,0
969,['org::eclipse::pde::internal::ui::wizards::cheatsheet::NewCSFileWizard ,1,1,0,0,0,2,0,0,2,11,11,5.5,14,14,7,-3,0,-1.5,98,63.8571,1.76682,0.000623544,0.0100966,0.0617154,0.0339284,3,1,1,2,15,1,1,0,39,6,0,0,1,0,4,19,8,0,0,0,0,0
970,['org::eclipse::pde::internal::ui::editor::toc::TocEditor ,3,2,2,1,0,12,0,0,5,827,301,68.9167,139,98,11.5833,688,301,57.3333,61.1429,5.90672,8.16874,0.116717,0.0467862,0.282248,0.147652,15,3,0,15,435,0,1,1,236,30,72,1,10,0,11,96,58,0,0,0,0,0
971,['org::eclipse::pde::internal::ui::editor::site::ArchivePage ,2,1,0,0,0,21,1,0,9,122,42,5.80952,86,15,4.09524,36,27,1.71429,302.571,110.289,13.9202,0.014265,0.0297237,0.353593,0.0430774,7,2,1,6,3,0,4,0,23,3,28,3,0,0,1,15,3,0,0,0,0,0
972,['org::eclipse::pde::internal::ui::editor::feature::FeatureDependenciesPage ,4,2,0,0,0,12,0,0,4,47,14,3.91667,50,17,4.16667,-3,14,-0.25,188.429,89.0882,12.0347,0.0153123,0.0273489,0.310315,0.0432495,6,2,1,5,6,0,3,0,45,4,28,2,0,0,2,18,4,0,0,0,0,0
973,['org::eclipse::pde::internal::ui::wizards::exports::AbstractExportTab ,0,0,0,0,0,6,0,0,3,157,73,26.1667,15,12,2.5,142,73,23.6667,140,5.80983,4.43166,0.0191029,0.0140646,0.125048,0.0342961,7,1,3,4,21,2,1,0,37,7,6,0,0,0,1,29,13,1,0,0,0,0
974,['org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpTopic ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,8,5,6,2,45,0,1,30,38,10,253,1,0,0,10,17,13,0,0,0,0,0
975,['org::eclipse::pde::internal::ui::wizards::toc::RegisterTocWizardPage ,1,0,0,0,0,3,0,0,2,54,38,18,121,68,40.3333,-67,0,-22.3333,53.1429,13.7513,3.1028,0.0266958,0.0151333,0.102465,0.0443372,13,1,1,12,153,0,8,0,162,18,3,4,12,0,6,73,35,0,0,0,0,0
976,['org::eclipse::pde::internal::core::plugin::PluginReference ,3,3,0,0,0,18,1,0,9,90,26,5,49,20,2.72222,41,10,2.27778,335.286,184.081,11.0408,0.0176222,0.0282177,0.295952,0.044071,6,1,3,3,15,1,2,0,35,6,0,2,0,0,6,12,12,0,0,0,0,0
